 ,Family Name,Looked at?,Variation,Algo ID,Algorithm Description,Final Call,Exact Problem Statement?,Exact?,Time Complexity (Average),Average Case Distribution,Reference?,,Algorithm Name,Year,Paper/Reference Link,Constants,Derived?,Paper Reference for Constants,Time Complexity Improvement?,Transition Class,Time Complexity Class,Param: Time Class,Time Complexity (Worst Only),Parallel Algorithm Span/Depth,Parallel Algorithm Span References,Parallel Algorithm Work,Parallel Algorithm Work References,Reference mentions work efficiency?,Parameter definitions,Preferred Parameter,Time Complexity Reference,Derived Time Complexity?,Computational Model,Unit of Space,Space Complexity Class,Param: Space Class,Space Complexity (Auxiliary),Space Complexity Reference,Derived Space Complexity?,Space Complexity in Original Paper?,Interesting Space Complexity?,Randomized?,"Type of Randomized Algorithm (e.g. Las Vegas, Monte Carlo, Atlantic City)",Approximate?,Approximation Factor (if approximate algorithm),Heuristic-based?,Parallel?,"# of
Processors",Quantum?,GPU-based?,Other References,Problem Statement,Notes,"Algorithm family
parameters",Description of Inputs,Ratios of input parameter sizes,Space n = 1000 value,Space n = 1000 rate,Space n = 10^6 value,Space n = 10^6 rate,Space n = 10^9 value,Space n = 10^9 rate,n = 1000 value,n = 1000 scale,n = 1000 Rate,n = 10^6 value,n = 10^6 scale,n = 10^6 Rate,n = 10^9 value,n = 10^9 scale,n = 10^9 Rate,Starting Complexity,Remarks,Papers for ratio evaluations,Domains
1,Sorting,1,,,,,,,,,,,"re-circulating systolic sorter (RSS) - Wong, Ito",1984,https://academic.oup.com/comjnl/article/27/3/260/367818,,,,,,,,O(n),O(n),,O(n^2),,,n: size of list,,,,sorting network,,,,,,,,,,,,,,1,O(n),,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Sorting,1,Non-Comparison Sorting,,integer sort,,,,,,,,Reif,1985,https://ieeexplore.ieee.org/abstract/document/4568176,,,,,,,,O(log(n)),O(log(n)) expected,,O(n) expected,,"""optimal"" - efficiency=1",n: size of list,,,,Parallel RAM,,,,,,,,,1,,,,,1,n/log(n),,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Sorting,1,,,,,,,O(log n),,,,Reischuk,1985,https://epubs.siam.org/doi/abs/10.1137/0214030,,,,,,,,O(log n) w/ high probability,O(log n) expected,,O(n log n) expected,,,n: size of list,,,,PRAM,,,,,,,,,1,,,,,1,n,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Sorting,0.001,,,,,,,,,,,n-sorter - Tseng and Lee,1985,https://link.springer.com/article/10.1007/BF00991185,,,,,,,,O(n(log^2(nm)),,,,,,"n: arbitrary number
nm: size of list, m=multiple of n",,,,hardware sorter ?,,,,,,,,,,,,,,,nm ?,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Sorting,1,,,,,,,,,,,"Lang, Schimmler, Schmeck and Schroder",1985,https://ieeexplore.ieee.org/abstract/document/1676603/,7,,https://ieeexplore.ieee.org/abstract/document/1676603/,,,,,O(n^(1/2)),O(n^(1/2)),,O(n^(3/2)),,,n: size of list,,,,network or hardware (VLSI) sorter ?,,,,,,,,,,,,,,1,n,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Sorting,0,,,,,,,,,,,Akl,1985,https://www.sciencedirect.com/science/article/abs/pii/B9780444878069500062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Sorting,1,,,,,,,,,,,"Owens, JaJa",1985,https://ieeexplore.ieee.org/abstract/document/5009391,,,,,,,,O(n +n^2/p^2),O(n),,O(np +n^2/p),,,"n: size of list
p: number of processors
1<=p<=n",,,,sorting network (serial memories),,,,,,,,,,,,,,1,p,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Sorting,1,,,,,,,,,,,"Owens, JaJa",1985,https://ieeexplore.ieee.org/abstract/document/5009391,,,,,,,,O(n/sqrt(p) +n^2/p^2),O(sqrt(n)),,O(n sqrt(p) +n^2/p),,,"n: size of list
p: number of processors
1<=p<=n",,,,sorting network (serial memories),,,,,,,,,,,,,,1,p,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Sorting,1,,,,,,,,,,,Rudolph,1985,https://ieeexplore.ieee.org/abstract/document/5009383,,,,,,,,O(log^2(n)),O(log^2(n)),,O(n log^2(n)),,,n: size of list,,,,sorting network (fault tolerant),,,,,,,,,,,,,,1,n/2,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Sorting,0.001,,,,,,,,,,,parallel internal shuffle sort - Menon,1986,https://www.vldb.org/conf/1986/P197.PDF,,,,,,,,n/p(C+V)(log p + log^2 p) + n/pV + n/p log(n/(pk))C,?,,n(C+V)(log p + log^2 p) + nV + nlog(n/(pk))C,,,"n - size of list
p - number of processors
M=n/p - number of records per processor
B=n/pk - number of pages per processor local memory
k - number of records per page  (M=Bk)
C- time to compare two keys
V - time to move a record in memory",,,,"""internal sorting""",,,,,,,,,,,,,,1,p,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Sorting,0.001,,,,,,,,,,,parallel odd even external sort - Menon,1986,https://www.vldb.org/conf/1986/P197.PDF,,,,,,,,(N/(2p)log(N/(2p))+N)C,NC ?,,(N/2log(N/(2p))+pN)C,,,"N: number of pages
p: number of processors
C: time to read, merge and write 2 pages",,,,"""external sorting""",,,,,,,,,,,,,,1,p,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Sorting,0.001,,,,,,,,,,,parallel B-ary odd even sort - Menon,1986,https://www.vldb.org/conf/1986/P197.PDF,,,,,,,,(N/(Bp)log_B(N/(Bp))+(2N)/B)C_B,O(NC_B) ?,,(N/B log_B(N/(Bp))+(2Np)/B)C_B,,,"N: number of pages
p: number of processors
B: number of pages per processor local memory
C: time to read, merge and write 2 pages",,,,"""external sorting""",,,,,,,,,,,,,,1,p,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Sorting,0.001,,,,,,,,,,,block bitonic sort - Menon,1986,https://www.vldb.org/conf/1986/P197.PDF,,,,,,,,,,,,,,,,,,"""external sorting""",,,,,,,,,,,,,,1,p,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Sorting,1,Non-comparison (integer) sorting,,,,,,,,,,"Wagner, Han",1986,http://h.web.umkc.edu/hanyij/html/research/icpp86.pdf,,,,,,,,O(ceiling(log m/ log(n/p + log p))(n/p+log p),"O(celing(log m/loglog n)log n) ?? [assumed n=p, could have a better result]",,O(ceiling(log m/ log(n/p + log p))(n+p log p),,yes,"n: size of list (ints in range 1,2,...m)
p: number of processors",,,,"EREW, CREW PRAM",,,,,,,,,,,,,,1,p,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Sorting,1,,,,,,,,,,,"Schnorr, Shamir",1986,https://dl.acm.org/doi/pdf/10.1145/12130.12156,3,https://dl.acm.org/doi/pdf/10.1145/12130.12156,,,,,,O(n^(1/2)),O(n^(1/2)),,O(n^(3/2)) ?,,,n: size of list,,,,"sorting network, suitable for VLSI",,,,,,,,,,,,,,1,n ?,,,also mentions lower bounds,,,,,,,,,,,,,,,,,,,,,,,,
1,Sorting,1,,,,,,,,,,,Kunde,1986,https://link.springer.com/chapter/10.1007/3-540-16811-7_187,12,https://link.springer.com/chapter/10.1007/3-540-16811-7_187,,,,,,O(n^(1/3)),O(n^(1/3)),,O(n^(4/3)) ?,,,n: size of list,,,,sorting network,,,,,,,,,,,,,,1,n ?,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Sorting,0.001,,,,,,,,,,,"2-way sorter - Akl, Schmeck",1986,https://www.sciencedirect.com/science/article/pii/0167819186900037?via%3Dihub,,,,,,,,((ceiling(m/2)+1)n+k)t,,,,,,"n: length of each sequence
m: number of sequences
k: bits of each number in sequence
a: area of bit-level building block
t: time of bit-level building block",,,,hardware sorter; systolic architecture,,,,,,,,,,,,,,,area=n(k+1)a/2,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Sorting,0.001,,,,,,,,,,,"Alon, Azar, Vishkin",1986,https://ieeexplore.ieee.org/abstract/document/4568241,,,,,,,,k rounds,O(1) ?,,,O(n^(1+1/k)) expected,,"n: size of list
p: number of processors
k: number of rounds (k>=1)",,,,PRAM,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Sorting,1,Non-comparison (integer) sorting,,,,,,,,,,Hagerup,1987,https://www.sciencedirect.com/science/article/pii/0890540187900629,,,,,,,,O(log n),O(log n),,O(n loglog n),,yes,n: size of list,,,,CRCW PRAM,,,,,,,,,,,,,,1,n loglog n/ log n,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Sorting,1,,,,,,,,,,,"Akl, Santoro",1987,https://ieeexplore.ieee.org/abstract/document/5009478,,,,,,,,O(log^2(p)+n/p log n),O(log^2(n)) ??,,O(plog^2(p)+n log n),,optimal when p<=n/log^2(n),"n: size of list
p: number of processors",,,,EREW PRAM,,,,,,,,,,,,,,1,p,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Sorting,0,,,,,,,,,,,Wagar,1987,https://books.google.com/books?hl=lv&lr=&id=fEbjEWonG0UC&oi=fnd&pg=PA292&ots=fC9nnDVJE0&sig=ZGyzsyom4bqdpP8kGEVWEannSKo#v=onepage&q&f=false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Sorting,1,,,,,,,,,,,Kunde,1988,https://link.springer.com/chapter/10.1007/BFb0040409,,,,,,,,rn+O(n^(1-1/r)),rn+O(n^(1-1/r)),,rn^2+O(n^(2-1/r)),,yes,"n: size of list
r: dimensions of processor mesh",,,,MIMD + describes comp model w/ assumptions,,,,,,,,,,,,,,,n,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Sorting,1,,,,,1,1,O(logn),,,[https://epubs.siam.org/doi/abs/10.1137/0217049 Parallel Merge Sort - Cole (1) (1988)],Parallel Merge Sort - Cole (1),1988,https://epubs.siam.org/doi/abs/10.1137/0217049,5/2,,https://epubs.siam.org/doi/abs/10.1137/0217049,,,,,O(logn),$O(log n)$,https://epubs.siam.org/doi/abs/10.1137/0217049,$O(n log n)$,https://epubs.siam.org/doi/abs/10.1137/0217049,yes?,n: size of list,,,,CREW PRAM,words,,,,,,,,0,,0,,0,1,n,0,0,"classified as ""merge based multi-step"" in https://dl.acm.org/doi/pdf/10.1145/181014.192329",A sorting algorithm is an algorithm that puts elements of a list in a certain order.,,,,,,,,,,,,,,,,,,,,,,,
1,Sorting ,1,,,,,1,1,O(logn),,,[https://epubs.siam.org/doi/abs/10.1137/0217049 Parallel Merge Sort - Cole (2) (1988)],Parallel Merge Sort - Cole (2),1988,https://epubs.siam.org/doi/abs/10.1137/0217049,5,,https://epubs.siam.org/doi/abs/10.1137/0217049,,,,,O(logn),$O(log n)$,https://epubs.siam.org/doi/abs/10.1137/0217049,$O(n log n)$,https://epubs.siam.org/doi/abs/10.1137/0217049,yes?,n: size of list,,,,EREW PRAM,words,,,,,,,,0,,0,,0,1,n,0,0,"classified as ""merge based multi-step"" in https://dl.acm.org/doi/pdf/10.1145/181014.192329",A sorting algorithm is an algorithm that puts elements of a list in a certain order.,,,,,,,,,,,,,,,,,,,,,,,
1,Sorting,1,Comparison Sorting,,,,,,,,,,Francis and Mathieson,1988,https://ieeexplore.ieee.org/abstract/document/9738,,,,,,,,O(n log n/p + n log p/p),O(log n),,O(n log n + n log p),,yes,"n: size of list
p: number of processors",,,,MIMD,,,,,,,,,,,,,,1,p,,,space complexity = 2n,,,,,,,,,,,,,,,,,,,,,,,,
1,Sorting,1,,,,,,,,,,,parallel shellsort - Quinn,1988,https://www.sciencedirect.com/science/article/pii/0167819188900750,,,,,,,,O(n^(3/2)),O(n^(3/2)),,O(pn^(3/2)),,,"n: size of list
p: number of processors",,,,"""tightly coupled multiprocessor model""",,,,,,,,,,,,,,1,p,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Sorting,1,,,,,,,,,,,Quicksort with quickmerge - Quinn,1988,https://www.sciencedirect.com/science/article/pii/0167819188900750,,,,,,,,O((n/p)^2+p log(n/p)+n log p + p),O(n log n),,O(n^2/p+p^2 log(n/p)+np log p + p^2),,,"n: size of list
p: number of processors",,,,"""tightly coupled multiprocessor model""",,,,,,,,,,,,,,1,p,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Sorting,0.001,,,,,,,,,,,"Balanced bin sort - Won, Sahni",1988,https://link.springer.com/article/10.1007/BF00156678,,,,,,,,O((n/p)^2+p log p) ?,O(n log n) ?,,O(n^2/p+p^2 log p) ?,,,"n: size of list
p: number of processors",,,,"sorting network, hypercube multicomputer",,,,,,,,,,,,,,1,p,,,discusses space complexity,,,,,,,,,,,,,,,,,,,,,,,,
1,Sorting,1,Non-comparison (integer) sorting,,,,,,O(log n),,,,"Rajesekaran, Reif",1989,https://epubs.siam.org/doi/abs/10.1137/0218041,,,,,,,,O(alpha log n) w/ high (1-n^(-alpha)) probability,O(log n) expected,,O(n) expected,,,"n: size of list
alpha>1",,,,CRCW PRAM,,,,,,,,,1,,,,,1,n/log n,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Sorting,1,,,,,,,O(log n /loglog n),,,,"Rajesekaran, Reif",1989,https://epubs.siam.org/doi/abs/10.1137/0218041,,,,,,,,O(alpha log n /loglog n) w/ high (1-n^(-alpha)) probability,O(log n/loglog n) expected,,O (n(log n)^(1+epsilon)/loglog n) expected,,,"n: size of list
epsilon>0
alpha>1",,,,CRCW PRAM,,,,,,,,,1,,,,,1,n(log n)^epsilon,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Sorting,1,Non-comparison (integer) sorting,,,,,,O(log n /loglog n),,,,"Rajesekaran, Reif",1989,https://epubs.siam.org/doi/abs/10.1137/0218041,,,,,,,,O(alpha log n /loglog n) w/ high (1-n^(-alpha)) probability,O(log n/loglog n) expected,,O(n(loglog n)) expected,,,"n: size of list
alpha>1",,,,CRCW PRAM,,,,,,,,,1,,,,,1,n(loglog n)^2/log n,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Sorting,0.001,,,,,,,,,,,"shearsort - Scherson, Sen",1989,https://ieeexplore.ieee.org/abstract/document/16500,,,,,,,,,,,,,,,,,,"SIMD, MIMD",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Sorting,1,Comparison Sorting,,,,,,,,,,"Hagerub, Rub",1989,https://www.sciencedirect.com/science/article/pii/0020019089901385,,,,,,,,O(log^2(n)),O(log^2(n)),,n log n +O(n loglog n),https://www.sciencedirect.com/science/article/pii/0020019089901385,yes,,,,,EREW PRAM,,,,,,,,,,,,,,1,O(n/log n),,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Sorting,1,Comparison Sorting,17,,,1,1,O(log²n),,,"[https://epubs.siam.org/doi/abs/10.1137/0218014 Bitonic Merge Sort Parallel Implementation - Bilardi, Nicolau (1989)]","Bitonic Merge Sort Parallel Implementation - Bilardi, Nicolau",1989,https://epubs.siam.org/doi/abs/10.1137/0218014,2,,https://epubs.siam.org/doi/abs/10.1137/0218014,0,0,2,n: 2,$O((n log n)/p)$,$O(log^2 n)$,https://epubs.siam.org/doi/abs/10.1137/0218014,$O(n log n)$,https://epubs.siam.org/doi/abs/10.1137/0218014,no,"n: size of list
p: number of processors",n,,,PRAC (shared-memory multiprocessor of the EREW PRAM variety),words,1,n: 1,O(1),"Paper claims ""logspace uniform"", so with O(log n) words, this is constant # of words",0,1,,0,,0,,0,1,"p, at most O(n/log n)",0,0,-,A sorting algorithm is an algorithm that puts elements of a list in a certain order.,,1,n is the size of the array to be sorted.,,,,,,,,9965,100.3512293,,,,,,,,4,,,Combinatorics
1,Sorting,1,Non-comparison (integer) sorting,,,,,,,,,,Parallel iterated bucket sort - Chlebus,1989,https://www.sciencedirect.com/science/article/pii/0020019089901208,,,,,,,,O(log n),O(log n),,O(n),,,"n: size of list
(polynomial range integers ?)",,,,CRCW PRAM,,,,,,,,,1,,,,,1,n/log n,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Sorting,1,,,,,,1,O(n/p log p +log^3(p) loxg(n/p)),,,,SmoothSort - Plaxton (adaptive),1989,https://www.proquest.com/docview/303808287?pq-origsite=gscholar&fromopenview=true,,,,,,,,O(n/p log^2(p)/loxg(n/p) + log^3(p)loxg(n/p)),O(log^3(n)) ?,,O(n log^2(p)/loxg(n/p) + p log^3(p)loxg(n/p)),,,"n: size of list
p: number of processors (upper bound n=pq ?)",,,,sorting network,,,,,,,,,,,,,,1,p,,,"classified as ""merge based multi-step"" in https://dl.acm.org/doi/pdf/10.1145/181014.192329",,,,,,,,,,,,,,,,,,,,,,,,
1,Sorting,1,,,,,,,,,,,SmoothSort - Plaxton (nonadaptive),1989,https://www.proquest.com/docview/303808287?pq-origsite=gscholar&fromopenview=true,,,,,,,,O(n/p log^2(p) / log(n/(p log p))),O(log^2(n)/loglog n) ?,,O(n log^2(p) / log(n/(p log p))),,,"n: size of list
p: number of processors",,,,sorting network,,,,,,,,,,,,,,1,p,,,"classified as ""merge based multi-step"" in https://dl.acm.org/doi/pdf/10.1145/181014.192329",,,,,,,,,,,,,,,,,,,,,,,,
1,Sorting,1,,,,,,,,,,,SquareSort - Plaxton,1989,https://www.proquest.com/docview/303808287?pq-origsite=gscholar&fromopenview=true,,,,,,,,O(log^2(n)),O(log^2(n)),,O(n log^2(n)),,,n: size of list,,,,sorting network,,,,,,,,,,,,,,1,n,,,"classified as ""merge based multi-step"" in https://dl.acm.org/doi/pdf/10.1145/181014.192329",,,,,,,,,,,,,,,,,,,,,,,,
1,Sorting,0.001,,,,,,1,O(n/p log n + p^2 log^2(n)),,,,Balanced-partition sort - Abali (1),1989,https://www.proquest.com/docview/303734068?pq-origsite=gscholar&fromopenview=true,,,,,,,,,,,O(n log n + p^3 log^2(n)) expected,,,"n: size of list
p: number of processors",,,,"sorting network (hypercube), MIMD",,,,,,,,,,,,,,1,p,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Sorting,0.001,,,,,,1,O(n/p log n + p^2 log n),,,,One-step-partition sort - Abali (2),1989,https://www.proquest.com/docview/303734068?pq-origsite=gscholar&fromopenview=true,,,,,,,,,,,O(n log n + p^3 log n) expected,,,"n: size of list
p: number of processors",,,,"sorting network (hypercube), MIMD",,,,,,,,,,,,,,1,p,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Sorting,0.001,,,,,,1,O(n/p log n + p^(1+1/e) log^(1+e)(n)),,,,Recursive-partition sort - Abali (3),1989,https://www.proquest.com/docview/303734068?pq-origsite=gscholar&fromopenview=true,,,,,,,,,,,O(n log n + p^(2+1/e) log^(1+e)(n)),,,"n: size of list
p: number of processors
e: arbitrary positive int",,,,"sorting network (hypercube), MIMD",,,,,,,,,,,,,,1,p,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Sorting,1,,,,,,,O(n/p log(n/p) t_c +n/p t_s/r),,,,"parallel binsort 0 - Seidel, George (1)",1989,https://dl.acm.org/doi/abs/10.1145/63047.63102,,,,,,,,,O(1) expected ?,,O(n log(n/p) t_c +n t_s/r) expected,,yes,"n: size of list
p=2^d (d-dimensional): number of processors
t_c: unit of computational cost
t_s/r unit of simultaneuos send and recieve cost",,,,sorting network (hypercube),,,,,,,,,,,,,,1,p,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Sorting,1,,,,,,,O(n/p log n t_c +n/p t_s/r),,,,"parallel binsort 1 - Seidel, George (2)",1989,https://dl.acm.org/doi/abs/10.1145/63047.63102,,,,,,,,,O(log n) expected ?,,O(n log n t_c +n t_s/r) expected,,yes,"n: size of list
p=2^d (d-dimensional): number of processors
assumes sample size s<<m/n
t_c: unit of computational cost
t_s/r unit of simultaneuos send and recieve cost",,,,sorting network (hypercube),,,,,,,,,1,,,,,1,p,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Sorting,1,,,,,,,O(n/p log n t_c +n/p t_s/r),,,,"parallel binsort 2 - Seidel, George (3)",1989,https://dl.acm.org/doi/abs/10.1145/63047.63102,,,,,,,,,O(log n) expected ?,,O(n log n t_c +n t_s/r) expected,,yes,"n: size of list
p=2^d (d-dimensional): number of processors
assumes sample size s<<m/n
t_c: unit of computational cost
t_s/r unit of simultaneuos send and recieve cost",,,,sorting network (hypercube),,,,,,,,,1,,,,,1,p,,,https://dl.acm.org/doi/abs/10.1145/800221.806719,,,,,,,,,,,,,,,,,,,,,,,,
1,Sorting,1,,,,,,,,,,,"Periodic Balanced Sorting Network - Dowd, Perl, Rudolph, Saks",1989,https://dl.acm.org/doi/abs/10.1145/76359.76362,,,,,,,,O(log^2(n)),O(log^2(n)),,O(n log^4(n)),,,n: size of list,,,,sorting network,,,,,,,,,,,,,,1,n/2 log^2(n),,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Sorting,1,,,,,,,,,,,"Aggarwal, Chandra, Snir",1989,https://dl.acm.org/doi/pdf/10.1145/72935.72937,,,,,,,,O(n log n/p + l log p),O(l log n),https://dl.acm.org/doi/pdf/10.1145/72935.72937,O(np log n/p + lp log p),,,"n: size of list
p: number of processors
l: number of elements in a block ?
",,,,Block PRAM,,,,,,,,,,,,,,1,p,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Sorting,1,,,,,,,O(log n),,,,"Martel, Gusfield",1989,https://www.sciencedirect.com/science/article/pii/0020019089901166,3 ?,,https://www.sciencedirect.com/science/article/pii/0020019089901166 (based on https://dl.acm.org/doi/abs/10.1145/5925.5930 ),,,,,O(log n) expected,O(log n) expected,,O(n log n) expected,,,n: size of list,,,,CRCW PRAM,,,,,,,,,1,,,,,1,n,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Sorting,1,,,,,,,,,,,"Goodrich, Kosaraju",1989,https://citeseerx.ist.psu.edu/document?repid=rep1&type=pdf&doi=88c772d8772499449809af592f765e35b28e124e,,,,,,,,O(log n),O(log n),,O(n log n),,,n: size of list,,,,EREW and CREW Parallel Pointer Machine (PPM),,,,,,,,,,,,,,1,O(n),,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Sorting,1,Comparison Sorting,,two-round sorting?,,,,,,,,"Takefuji, Lee",1990,https://ieeexplore.ieee.org/abstract/document/62417,,,,,,,,2,O(1),,O(n^2),,,,,,,neural network?,,,,,,,,,,,,,,1,"O(n^2) - n^2 neurons, n(n-2)/2 comparators",,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Sorting,0.001,,,,,,,,,,,"Takefuji, Lee, Tanaka",1990,https://ieeexplore.ieee.org/abstract/document/5726926?casa_token=oYObtFxF3TIAAAAA:HVNZphHaWr5qQTicDCBB5dqHgjub4CmipxOEJ8UwRUnzokUuFQl9x8GCkgTV0UFlAFCZFYuggw,,,,,,,,2,O(1),,O(n^2),,,n: size of list,,,,neural network,,,,,,,,,,,,,,1,O(n^2) binary neurons,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Sorting,1,Non-comparison (integer) sorting,,,,,,,,,,"Hagerup, Shen",1990,https://www.sciencedirect.com/science/article/pii/002001909090097H,,,,,,,,O(log n),O(log n),,O(n),,,n: size of list,,,,EREW PRAM,,,,,,,,,,,,,,1,O(n/log n),,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Sorting,0.001,,,,,,,O(log n/loglog n+loglog m),,,,Raman,1990,https://link.springer.com/chapter/10.1007/3-540-53487-3_42,,,,,,,,O(log n/loglog n+loglog m) w/ very high probability,O(log n/loglog n+loglog m) expected,,O(n loglog m) expected,,,"n: size of list
ints in range 0...m-1",,,,CRCW PRAM,,,,,,,,,1,,,,,1,,,,O(n) space complexity,,,,,,,,,,,,,,,,,,,,,,,,
1,Sorting,1,Comparison Sorting,,,,,,,,,,"Sharesort - Cypher, Plaxton",1990,https://dl.acm.org/doi/pdf/10.1145/100216.100240,,,,,,,,O(log n (loglog n)^2),O(log n (loglog n)^2),,O(n log n (loglog n)^2),,,n: size of list,,,,"network sorter (hypercube, shuffle-exchange or CCC), ""SIMD fashion""",,,,,,,,,,,,,,1,n,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Sorting,1,,,,,,,O(log n),,,,"Leighton, Plaxton",1990,https://ieeexplore.ieee.org/abstract/document/89545,,,,,,,,O(log n) w/ very high probability,O(log n) expected,,O(n log n) expected,,,n: size of list,,,,sorting network,,,,,,,,,1,,,,,1,n,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Sorting,1,,,,,,,O(m + log n),,,,"Leighton, Plaxton",1990,https://ieeexplore.ieee.org/abstract/document/89545,,,,,,,,O(m + log n) w/ very high probability,O(m+log n) expected,,O(mn log n + nlog^2(n)) expected,,,"n: size of list
of m-bit records",,,,sorting network,,,,,,,,,1,,,,,1,n log n,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Sorting,0.001,,,,,,,,,,,Peterson,1990,https://link.springer.com/article/10.1007/BF01840378,,,,,,,,O(log n),O(log n),,O(n log n),,,n: size of list,,,,sorting network,,,,,,,,,,,,,,1,n,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Sorting,1,,,,,,,,,,,"Abali, Ozguner, Bataineh",1990,https://ieeexplore.ieee.org/abstract/document/555388,,,,,,,,O(n log n/p + p log^2(n)),"O(n log n/p + p log^2(n)) ??
O(n log n) ???",,O(n log n) ?? assuming n>>p,,,"n: size of list
p=2^d: number of processors on a d-dimensional hypercube
n>>p",,,,sorting network,,,,,,,,,,,,,,1,p,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Sorting,1,,,,,,,,,,,"AGGARWAL, CHANDRA, SNIR",1990,https://www.sciencedirect.com/science/article/pii/030439759090188N,,,,,,,,O(n log n /p),O(log n) ?,,O(n log n/(p log(n/p))),https://www.sciencedirect.com/science/article/pii/030439759090188N,,"n: size of list
p: number of processors
1<=p<=n",,,,LPRAM,,,,,,,,,,,,,,1,p,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Sorting,1,,,,,,,,,,,"Kruskal, Rudolph, Snir",1990,https://link.springer.com/article/10.1007/BF01840376,,,,,,,,O(n/p log n/log(n/p) +m/p),O(log n +m/n),,O(n log n/log(n/p) +m),,,"n: size of list
in range 0...m-1
p: number of processors
p<=n/2",,,,"EREW PRAM, MIMD machine",,,,,,,,,,,,,,1,p,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Sorting,1,,,,,,,,,,,"Wang, Chen, Lin",1990,https://scholars.lib.ntu.edu.tw/bitstream/123456789/118003/1/09.pdf,,,,,,,,O(1),O(1),,O(n^3),,,n: size of list,,,,processor array (with reconfigurable bus system),,,,,,,,,,,,,,1,n^3,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Sorting,1,,,,,,,,,,,"Dey, Srimani",1990,https://academic.oup.com/comjnl/article/33/3/241/365150,4,,https://academic.oup.com/comjnl/article/33/3/241/365150,,,,,O(log n),O(log n),,O(n^2),,,n: size of list,,,,SIMD,,,,,,,,,,,,,,1,n^2/log n,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Sorting,1,,,,,,,,,,,"Parasort - Wheat, Evans",1990,https://www.sciencedirect.com/science/article/pii/016781919290114M,,,,,,,,O((n/p)^2 +(5n/(3p) + 2 log^2(n/p) +1)log(p+1) + 2 log^3(p+1)/3 + p),O(n),,O(n^2/p +(5n/3 + 2p log^2(n/p) +p)log(p+1) + 2p log^3(p+1)/3 + p),,,"n: size of list
p: number of processors",,,,MIMD,,,,,,,,,,,,,,1,p,,,,,,,,,,,,,,,,,,,,,,,,,,,
